Delivery_ID,Date,Region,Product_Type,Quantity_kg,Distance_km,Vehicle_Type,Weather,Traffic_Level,Logistics_Partner,Temperature_C,Predicted_Time_hr,Delivery_Time_hr,Delay_Min,Fuel_Efficiency_km_per_litre,Fuel_Cost_USD,Customer_Rating,Delivery_Status,Payment_Status
5188,27/03/2024,Lagos,Frozen Fish,598,479,Truck,Stormy,Medium,FishFleet,26.5,8.94,10.12,70.8,4.74,141.48,2.3,Delayed,Paid
5189,10/05/2023,Benin,Fresh Fish,1089,181,Motorcycle,Sunny,Medium,FishFleet,34.8,3.26,3.26,0,6.32,40.09,5,On-Time,Pending
5190,09/12/2024,Enugu,Frozen Fish,232,647,Truck,Sunny,Medium,BlueWave Logistics,30.3,9.95,9.95,0,9.47,95.65,4.9,On-Time,Paid
5191,02/10/2024,Benin,Fresh Fish,917,517,Motorcycle,Rainy,Medium,BlueWave Logistics,27.3,8.82,9.75,55.8,8.95,80.87,3.7,Delayed,Paid
5192,19/02/2024,Kano,Fresh Fish,1266,292,Van,Sunny,Medium,EcoMove,35.3,7.13,7.13,0,11.7,34.94,5,On-Time,Paid
5193,17/04/2023,Port Harcourt,Fresh Fish,1087,299,Truck,Sunny,High,EcoMove,23.6,5.91,7.76,111,11.6,36.09,1.5,Delayed,Paid
5194,13/05/2023,Kaduna,Fresh Fish,73,601,Motorcycle,Sunny,Low,BlueWave Logistics,23.2,10.14,10.14,0,4.31,195.22,5,On-Time,Paid
5195,20/04/2023,Kano,Frozen Fish,855,134,Truck,Sunny,Low,BlueWave Logistics,30.5,2.01,2.01,0,6.18,30.36,4.1,On-Time,Paid
5196,12/05/2023,Enugu,Fresh Fish,285,718,Truck,Rainy,Medium,EcoMove,28.4,14.64,15.1,27.6,8.64,116.34,4.9,Delayed,Paid
5197,30/06/2023,Ibadan,Fresh Fish,899,675,Motorcycle,Sunny,Low,MarineXpress,36.2,9.72,9.72,0,7.2,131.25,4.4,On-Time,Paid
5198,04/07/2024,Lagos,Frozen Fish,552,662,Truck,Sunny,High,BlueWave Logistics,31.5,16.28,16.95,40.2,11.72,79.08,3.2,Delayed,Paid
5199,23/10/2023,Ibadan,Frozen Fish,304,139,Van,Rainy,Low,MarineXpress,28.5,3.28,4.38,66,10.46,18.6,1.7,Delayed,Paid
5200,18/04/2024,Ibadan,Fresh Fish,426,777,Motorcycle,Rainy,Medium,BlueWave Logistics,29.4,14.41,15.85,86.4,7.08,153.64,2.4,Delayed,Paid
5201,05/03/2024,Enugu,Fresh Fish,1388,417,Van,Sunny,Low,BlueWave Logistics,35.2,7.75,7.75,0,9.86,59.21,5,On-Time,Paid
5202,16/07/2024,Ibadan,Frozen Fish,1380,562,Van,Sunny,Low,FishFleet,30.8,12.35,12.35,0,4.9,160.57,4.8,On-Time,Paid
5203,30/08/2023,Ibadan,Frozen Fish,1182,188,Van,Rainy,Medium,FishFleet,31.7,3.17,4.8,97.8,9.51,27.68,2.4,Delayed,Paid
5204,11/08/2024,Enugu,Frozen Fish,1348,7,Van,Rainy,Low,BlueWave Logistics,31.9,0.11,1.58,88.2,11.96,0.82,2.6,Delayed,Paid
5205,17/08/2024,Enugu,Frozen Fish,1391,145,Motorcycle,Sunny,Low,FishFleet,36.6,2.18,2.18,0,11.36,17.87,5,On-Time,Paid
5206,31/10/2024,Kaduna,Frozen Fish,816,71,Van,Stormy,High,FishFleet,31.7,1.05,4,177,5.57,17.85,1,Delayed,Paid
5207,22/06/2023,Ibadan,Frozen Fish,1318,76,Van,Sunny,Medium,FishFleet,29.2,1.24,1.24,0,10.56,10.08,5,On-Time,Pending
5208,07/01/2024,Kano,Frozen Fish,471,694,Van,Sunny,Low,MarineXpress,29,11.89,11.89,0,11.5,84.49,5,On-Time,Paid
5209,19/06/2024,Port Harcourt,Fresh Fish,180,119,Van,Sunny,Medium,BlueWave Logistics,29.7,2.95,2.95,0,5.2,32.04,5,On-Time,Paid
5210,28/01/2023,Lagos,Fresh Fish,993,430,Motorcycle,Rainy,High,EcoMove,31.6,9.79,12.73,176.4,5.73,105.06,1,Delayed,Paid
5211,25/11/2024,Benin,Frozen Fish,1498,615,Truck,Sunny,Low,EcoMove,27.1,10.77,10.77,0,10.49,82.08,4.3,On-Time,Paid
5212,01/09/2023,Lagos,Frozen Fish,1218,592,Truck,Sunny,High,MarineXpress,29.3,13.66,14.52,51.6,10.2,81.25,3.3,Delayed,Paid
5213,29/05/2023,Enugu,Fresh Fish,1416,284,Van,Rainy,High,EcoMove,38,5.25,7.19,116.4,6.42,61.93,1.4,Delayed,Pending
5214,10/03/2024,Benin,Fresh Fish,268,362,Truck,Stormy,Low,BlueWave Logistics,27.4,8.58,10.16,94.8,6.07,83.49,1.7,Delayed,Pending
5215,03/11/2023,Enugu,Fresh Fish,246,279,Motorcycle,Rainy,High,EcoMove,27.1,5.82,9.01,191.4,6.07,64.35,1,Delayed,Pending
5216,13/10/2024,Port Harcourt,Fresh Fish,644,763,Motorcycle,Rainy,Medium,MarineXpress,35.5,12.02,12.52,30,5.34,200.04,3.9,Delayed,Pending
5217,04/11/2023,Port Harcourt,Frozen Fish,832,104,Truck,Sunny,High,EcoMove,29.8,2.24,4.23,119.4,5.82,25.02,1.3,Delayed,Paid
5218,03/11/2024,Kaduna,Frozen Fish,667,86,Truck,Sunny,High,EcoMove,32.4,1.54,3.84,138,5.68,21.2,1,Delayed,Paid
5219,23/10/2024,Ibadan,Fresh Fish,745,764,Van,Sunny,Medium,FishFleet,38.5,12.24,12.24,0,11.55,92.61,5,On-Time,Paid
5220,07/07/2024,Enugu,Frozen Fish,893,643,Truck,Stormy,Low,FishFleet,29.3,13.33,13.81,28.8,5.85,153.88,4.7,Delayed,Paid
5221,11/02/2023,Port Harcourt,Frozen Fish,1151,260,Motorcycle,Rainy,Medium,MarineXpress,31.4,5.46,6.73,76.2,10.34,35.2,2.7,Delayed,Paid
5222,13/10/2023,Enugu,Frozen Fish,1444,733,Truck,Sunny,Low,BlueWave Logistics,26.8,13.01,13.01,0,7.55,135.92,5,On-Time,Paid
5223,30/03/2023,Lagos,Frozen Fish,1168,640,Motorcycle,Rainy,Low,BlueWave Logistics,29,14.99,16.47,88.8,9.11,98.35,1.9,Delayed,Paid
5224,31/05/2024,Ibadan,Frozen Fish,438,11,Van,Sunny,Low,BlueWave Logistics,29.7,0.18,0.18,0,4.36,3.53,5,On-Time,Paid
5225,22/06/2023,Kaduna,Frozen Fish,564,79,Van,Sunny,Medium,FishFleet,22.4,1.78,1.78,0,9.45,11.7,5,On-Time,Paid
5226,27/11/2024,Port Harcourt,Frozen Fish,96,554,Truck,Sunny,Medium,BlueWave Logistics,34.1,13.37,13.37,0,7.95,97.56,5,On-Time,Paid
5227,11/06/2024,Enugu,Frozen Fish,1231,743,Motorcycle,Sunny,Medium,EcoMove,32.3,14.3,14.3,0,5.87,177.21,5,On-Time,Pending
5228,06/10/2024,Enugu,Fresh Fish,800,664,Truck,Sunny,Medium,MarineXpress,31.1,13.3,13.3,0,4.55,204.31,5,On-Time,Paid
5229,20/07/2023,Enugu,Fresh Fish,320,479,Truck,Sunny,Low,MarineXpress,32.4,7.49,7.49,0,4.22,158.91,5,On-Time,Paid
5230,25/07/2023,Lagos,Fresh Fish,471,227,Truck,Rainy,Low,FishFleet,22.6,4.72,6.47,105,11.7,27.16,1.8,Delayed,Paid
5231,16/08/2023,Port Harcourt,Frozen Fish,1101,733,Van,Stormy,Low,FishFleet,32.8,14.46,15.62,69.6,11.81,86.89,3,Delayed,Paid
5232,20/12/2024,Enugu,Frozen Fish,1250,134,Truck,Rainy,Medium,EcoMove,24.9,3.32,4.8,88.8,7.18,26.13,1.9,Delayed,Paid
5233,02/02/2024,Enugu,Frozen Fish,136,553,Van,Rainy,Medium,FishFleet,27.5,13.04,13.92,52.8,7.57,102.27,3.5,Delayed,Paid
5234,24/10/2023,Lagos,Frozen Fish,736,35,Motorcycle,Rainy,Medium,MarineXpress,32.6,0.63,1.75,67.2,6.91,7.09,2.7,Delayed,Paid
5235,05/06/2023,Enugu,Frozen Fish,768,243,Van,Sunny,High,FishFleet,24.8,4.29,6.75,147.6,8.14,41.79,1,Delayed,Paid
5236,16/10/2024,Ibadan,Frozen Fish,911,558,Truck,Sunny,Medium,FishFleet,30.9,10.39,10.39,0,11.4,68.53,4.6,On-Time,Paid
5237,26/02/2023,Ibadan,Frozen Fish,807,266,Truck,Sunny,Low,MarineXpress,38.1,4.09,4.09,0,10.9,34.17,5,On-Time,Paid
5238,23/04/2023,Lagos,Fresh Fish,1341,626,Truck,Sunny,Medium,FishFleet,28.8,13.56,13.56,0,11.01,79.6,5,On-Time,Paid
5239,24/06/2024,Ibadan,Fresh Fish,103,653,Motorcycle,Rainy,Medium,EcoMove,33.4,14.79,16.52,103.8,7.15,127.86,2.2,Delayed,Paid
5240,22/12/2024,Benin,Frozen Fish,132,718,Truck,Sunny,Medium,BlueWave Logistics,22.1,16.1,16.1,0,7.19,139.81,4.2,On-Time,Pending
5241,07/01/2023,Benin,Fresh Fish,593,602,Truck,Rainy,Low,FishFleet,36,14.68,15.68,60,8.05,104.7,3.3,Delayed,Paid
5242,21/12/2024,Benin,Frozen Fish,434,483,Motorcycle,Stormy,Medium,BlueWave Logistics,29.2,6.91,7.77,51.6,5.55,121.84,3.8,Delayed,Paid
5243,07/04/2023,Kaduna,Fresh Fish,572,185,Van,Rainy,Low,EcoMove,28.3,3.54,4.82,76.8,8.34,31.06,1,Delayed,Paid
5244,31/07/2024,Enugu,Frozen Fish,272,378,Truck,Sunny,Low,BlueWave Logistics,27.7,7.43,7.43,0,11.56,45.78,5,On-Time,Paid
5245,21/01/2023,Kaduna,Frozen Fish,335,599,Motorcycle,Sunny,Medium,MarineXpress,22.3,14.37,14.37,0,9.22,90.95,4.8,On-Time,Paid
5246,14/05/2024,Ibadan,Fresh Fish,873,365,Van,Rainy,Medium,FishFleet,30.5,5.71,6.31,36,8.83,57.87,2.5,Delayed,Paid
5247,31/03/2023,Lagos,Frozen Fish,493,504,Truck,Sunny,Low,EcoMove,24.1,9.25,9.25,0,4.94,142.83,5,On-Time,Paid
5248,24/01/2023,Benin,Fresh Fish,138,234,Van,Sunny,Medium,BlueWave Logistics,23.7,5.57,5.57,0,7.41,44.21,4.7,On-Time,Pending
5249,12/07/2024,Lagos,Frozen Fish,1234,276,Truck,Stormy,Medium,FishFleet,26.6,3.96,5.43,88.2,11.69,33.05,2.1,Delayed,Paid
5250,06/03/2023,Kaduna,Fresh Fish,816,17,Truck,Sunny,Medium,MarineXpress,31.7,0.26,0.26,0,5.79,4.11,5,On-Time,Paid
5251,09/05/2023,Ibadan,Frozen Fish,1231,426,Motorcycle,Sunny,Low,EcoMove,23.7,6.86,6.86,0,4.5,132.53,5,On-Time,Paid
5252,07/01/2023,Port Harcourt,Frozen Fish,318,403,Motorcycle,Sunny,Medium,EcoMove,26.2,7.83,7.83,0,4.84,116.57,4.5,On-Time,Paid
5253,07/01/2024,Enugu,Fresh Fish,957,22,Van,Sunny,Low,FishFleet,35.4,0.38,0.38,0,4.7,6.55,5,On-Time,Paid
5254,26/10/2023,Port Harcourt,Fresh Fish,1453,404,Van,Sunny,Medium,BlueWave Logistics,29.7,6.21,6.21,0,8.15,69.4,5,On-Time,Paid
5255,02/12/2023,Ibadan,Fresh Fish,1105,173,Truck,Sunny,Medium,FishFleet,33.5,3.38,3.38,0,10.06,24.08,4.1,On-Time,Pending
5256,13/07/2023,Benin,Frozen Fish,136,54,Van,Stormy,Medium,FishFleet,30.1,1.35,2.48,67.8,6.02,12.56,2.6,Delayed,Paid
5257,22/04/2024,Ibadan,Frozen Fish,142,110,Truck,Sunny,Medium,EcoMove,32.7,2.5,2.5,0,6.74,22.85,4.8,On-Time,Paid
5258,07/01/2023,Lagos,Frozen Fish,851,112,Van,Sunny,High,BlueWave Logistics,31.5,2.3,4.22,115.2,8.56,18.32,1.1,Delayed,Paid
5259,28/11/2023,Kano,Frozen Fish,644,201,Van,Rainy,Medium,MarineXpress,32,3.9,4.2,18,11.76,23.93,4.9,Delayed,Paid
5260,30/09/2024,Benin,Fresh Fish,1162,223,Van,Stormy,Medium,BlueWave Logistics,34.9,3.71,4.46,45,10.52,29.68,3.2,Delayed,Paid
5261,25/12/2024,Port Harcourt,Frozen Fish,203,132,Truck,Sunny,High,BlueWave Logistics,25,2.73,3.98,75,9.37,19.72,2.1,Delayed,Paid
5262,12/07/2023,Enugu,Fresh Fish,945,710,Truck,Sunny,High,MarineXpress,33.2,13.17,15.48,138.6,5.59,177.82,1,Delayed,Paid
5263,17/08/2024,Benin,Frozen Fish,1231,45,Truck,Sunny,Low,EcoMove,31.2,0.7,0.7,0,9.83,6.41,5,On-Time,Paid
5264,11/09/2024,Benin,Frozen Fish,939,374,Truck,Stormy,High,FishFleet,24.8,5.49,9.2,222.6,4.03,129.93,1,Delayed,Paid
5265,26/06/2024,Enugu,Frozen Fish,467,636,Truck,Sunny,Low,BlueWave Logistics,29.2,9.85,9.85,0,5.07,175.62,5,On-Time,Paid
5266,26/01/2024,Port Harcourt,Frozen Fish,302,543,Motorcycle,Sunny,Medium,MarineXpress,28.7,10.25,10.25,0,4.47,170.07,4.8,On-Time,Paid
5267,07/01/2023,Benin,Frozen Fish,1362,703,Van,Sunny,Medium,MarineXpress,26.8,10.14,10.14,0,7.46,131.93,5,On-Time,Paid
5268,24/11/2023,Lagos,Frozen Fish,817,325,Motorcycle,Sunny,Medium,FishFleet,30.9,7.56,7.56,0,8.5,53.53,5,On-Time,Paid
5269,30/05/2024,Ibadan,Fresh Fish,208,387,Van,Stormy,Low,MarineXpress,32.3,6.7,7.24,32.4,9.26,58.51,3.9,Delayed,Paid
5270,20/10/2024,Lagos,Fresh Fish,361,146,Truck,Sunny,High,FishFleet,38.9,2.7,3.38,40.8,4.24,48.21,4.2,Delayed,Pending
5271,22/08/2023,Ibadan,Fresh Fish,848,283,Truck,Sunny,Medium,BlueWave Logistics,30,5.53,5.53,0,9.09,43.59,5,On-Time,Paid
5272,08/09/2024,Kano,Frozen Fish,630,495,Truck,Sunny,Low,MarineXpress,25.5,8.11,8.11,0,8.22,84.31,5,On-Time,Paid
5273,05/04/2024,Benin,Frozen Fish,484,26,Van,Sunny,Medium,MarineXpress,32.2,0.44,0.44,0,7.52,4.84,5,On-Time,Paid
5274,02/02/2023,Kano,Frozen Fish,1427,543,Truck,Sunny,High,MarineXpress,36.8,13.46,15.02,93.6,11.66,65.2,1,Delayed,Paid
5275,02/07/2023,Kaduna,Frozen Fish,1055,438,Truck,Sunny,High,BlueWave Logistics,24.6,8.67,11.16,149.4,6.43,95.37,1,Delayed,Paid
5276,13/09/2024,Port Harcourt,Frozen Fish,314,29,Motorcycle,Sunny,Medium,FishFleet,27,0.61,0.61,0,4.66,8.71,5,On-Time,Paid
5277,28/06/2023,Ibadan,Fresh Fish,1081,186,Truck,Sunny,Low,FishFleet,26.1,4.11,4.11,0,8.42,30.93,4.3,On-Time,Paid
5278,07/09/2023,Lagos,Frozen Fish,1067,693,Van,Stormy,Low,FishFleet,20.7,13.39,15.02,97.8,9.45,102.67,1.5,Delayed,Paid
5279,20/10/2023,Lagos,Frozen Fish,156,345,Truck,Rainy,High,MarineXpress,32.4,8.6,10.32,103.2,8.45,57.16,2,Delayed,Paid
5280,09/08/2024,Benin,Fresh Fish,981,107,Motorcycle,Sunny,High,FishFleet,26.9,1.78,4,133.2,7.69,19.48,1,Delayed,Paid
5281,21/01/2024,Lagos,Frozen Fish,788,669,Van,Sunny,Medium,FishFleet,29.8,11.91,11.91,0,8.3,112.84,5,On-Time,Paid
5282,20/10/2023,Kaduna,Fresh Fish,1142,499,Van,Rainy,Low,MarineXpress,33.4,8.2,9.11,54.6,4.42,158.05,3.6,Delayed,Paid
5283,20/02/2023,Enugu,Fresh Fish,489,328,Motorcycle,Rainy,Medium,MarineXpress,25.3,5.45,6.47,61.2,5.27,87.13,2.8,Delayed,Paid
5284,12/08/2024,Lagos,Frozen Fish,1211,787,Van,Rainy,Medium,FishFleet,27.4,11.36,12.75,83.4,4.92,223.94,2,Delayed,Paid
5285,25/01/2024,Benin,Fresh Fish,1431,711,Motorcycle,Stormy,Medium,BlueWave Logistics,27.1,10.38,10.72,20.4,7.92,125.68,3.3,Delayed,Paid
5286,07/10/2023,Kano,Frozen Fish,891,655,Motorcycle,Sunny,Low,MarineXpress,21.1,11.13,11.13,0,6.02,152.33,4.9,On-Time,Pending
5287,24/10/2024,Port Harcourt,Fresh Fish,944,96,Truck,Sunny,High,MarineXpress,27.8,1.85,4.31,147.6,5.16,26.05,1,Delayed,Paid
5288,06/01/2023,Lagos,Frozen Fish,700,519,Truck,Sunny,Low,BlueWave Logistics,22.9,11.31,11.31,0,5.67,128.15,5,On-Time,Paid
5289,21/03/2024,Lagos,Frozen Fish,569,129,Van,Sunny,High,EcoMove,30.8,2.79,5.08,137.4,8.32,21.71,1,Delayed,Paid
5290,03/11/2023,Lagos,Fresh Fish,1141,534,Van,Sunny,High,FishFleet,32.6,8.65,11.05,144,7.89,94.75,1,Delayed,Paid
5291,15/05/2023,Benin,Frozen Fish,195,697,Motorcycle,Sunny,High,FishFleet,24.1,11.03,13.46,145.8,11.64,83.83,1,Delayed,Paid
5292,10/07/2023,Port Harcourt,Fresh Fish,1323,269,Truck,Rainy,Medium,MarineXpress,36.6,4.19,5.11,55.2,6.84,55.06,3,Delayed,Paid
5293,01/07/2024,Enugu,Frozen Fish,433,643,Truck,Sunny,Medium,FishFleet,34.3,10.39,10.39,0,9.82,91.67,5,On-Time,Paid
5294,19/04/2024,Lagos,Fresh Fish,517,339,Van,Rainy,Medium,EcoMove,29.6,5.15,5.7,33,7.73,61.4,4.3,Delayed,Paid
5295,09/09/2023,Enugu,Frozen Fish,811,108,Van,Sunny,Low,FishFleet,25.5,2.01,2.01,0,9.87,15.32,5,On-Time,Paid
5296,26/06/2023,Enugu,Fresh Fish,939,444,Truck,Sunny,Medium,EcoMove,29.4,6.35,6.35,0,5.66,109.82,5,On-Time,Paid
5297,22/07/2024,Port Harcourt,Frozen Fish,564,786,Truck,Rainy,Medium,BlueWave Logistics,37.3,12.2,13.61,84.6,8.89,123.78,2.1,Delayed,Paid
5298,24/04/2024,Port Harcourt,Frozen Fish,1437,362,Truck,Rainy,Medium,BlueWave Logistics,31.5,6.05,7.69,98.4,9.78,51.82,1.8,Delayed,Paid
5299,02/02/2024,Kaduna,Fresh Fish,1472,705,Van,Sunny,High,MarineXpress,25.8,12.01,12.71,42,9.98,98.9,3.3,Delayed,Paid
5300,23/09/2024,Kano,Fresh Fish,169,785,Truck,Sunny,Low,FishFleet,26.7,15.83,15.83,0,11.7,93.93,4.8,On-Time,Paid
5301,24/06/2023,Lagos,Fresh Fish,799,767,Truck,Sunny,Medium,MarineXpress,24.6,13.09,13.09,0,5.68,189.05,5,On-Time,Pending
5302,04/06/2024,Lagos,Frozen Fish,104,334,Van,Sunny,Medium,BlueWave Logistics,23.5,7.1,7.1,0,7.55,61.93,5,On-Time,Paid
5303,02/11/2023,Lagos,Fresh Fish,1143,624,Motorcycle,Rainy,Low,EcoMove,31.9,14.53,15.3,46.2,8.78,99.5,3.4,Delayed,Paid
5304,26/11/2024,Enugu,Frozen Fish,405,738,Truck,Sunny,Medium,FishFleet,25.5,10.91,10.91,0,6.31,163.74,5,On-Time,Paid
5305,13/12/2024,Port Harcourt,Fresh Fish,1361,393,Van,Sunny,Low,EcoMove,32.3,5.64,5.64,0,6.91,79.62,4.3,On-Time,Paid
5306,06/05/2023,Ibadan,Frozen Fish,823,346,Truck,Sunny,High,FishFleet,35.3,5.09,6.74,99,10.18,47.58,2.2,Delayed,Paid
5307,20/08/2023,Kano,Frozen Fish,961,265,Motorcycle,Sunny,Medium,MarineXpress,41.1,4.42,4.42,0,6.17,60.13,4.6,On-Time,Paid
5308,03/01/2023,Benin,Fresh Fish,1058,766,Motorcycle,Sunny,Low,FishFleet,30.5,11.19,11.19,0,10.34,103.71,5,On-Time,Paid
5309,22/05/2024,Lagos,Fresh Fish,1011,400,Truck,Sunny,Medium,BlueWave Logistics,18,7.66,7.66,0,11.45,48.91,5,On-Time,Paid
5310,06/03/2023,Ibadan,Fresh Fish,1310,601,Van,Sunny,Medium,MarineXpress,34.5,13.58,13.58,0,9.34,90.09,4.8,On-Time,Paid
5311,30/11/2024,Ibadan,Fresh Fish,267,414,Truck,Sunny,Low,MarineXpress,30.2,7.32,7.32,0,11.2,51.75,5,On-Time,Paid
5312,26/04/2024,Port Harcourt,Fresh Fish,773,389,Motorcycle,Stormy,Medium,EcoMove,28.1,5.84,6.51,40.2,5.98,91.07,3.2,Delayed,Paid
5313,25/08/2023,Ibadan,Frozen Fish,1343,757,Van,Sunny,Low,FishFleet,30.3,11.32,11.32,0,6.17,171.77,5,On-Time,Pending
5314,31/12/2023,Kano,Fresh Fish,1391,142,Van,Sunny,Medium,EcoMove,26.9,2.74,2.74,0,9.45,21.04,5,On-Time,Paid
5315,21/09/2024,Ibadan,Fresh Fish,313,259,Van,Rainy,High,BlueWave Logistics,34.7,5.16,7.14,118.8,7.69,47.15,1,Delayed,Paid
5316,03/05/2023,Benin,Frozen Fish,393,426,Truck,Stormy,Medium,MarineXpress,30,6.17,7.28,66.6,6.94,85.94,2.8,Delayed,Paid
5317,28/03/2024,Lagos,Fresh Fish,876,156,Truck,Sunny,Medium,FishFleet,32.2,3.75,3.75,0,7.35,29.71,5,On-Time,Paid
5318,22/10/2023,Benin,Fresh Fish,570,120,Truck,Rainy,High,FishFleet,29.6,2.65,3.87,73.2,10.92,15.38,2.5,Delayed,Paid
5319,27/02/2024,Lagos,Fresh Fish,1115,739,Van,Rainy,Medium,FishFleet,32.6,17.28,18.34,63.6,8.54,121.15,3.3,Delayed,Paid
5320,22/09/2024,Kaduna,Frozen Fish,1091,753,Van,Stormy,Low,MarineXpress,29.8,14.51,15.25,44.4,7.14,147.65,4.2,Delayed,Paid
5321,12/10/2024,Enugu,Frozen Fish,1283,51,Motorcycle,Stormy,High,BlueWave Logistics,27.2,0.97,3.27,138,11.68,6.11,1,Delayed,Paid
5322,26/09/2023,Ibadan,Fresh Fish,481,262,Van,Sunny,Medium,FishFleet,33.1,6.41,6.41,0,9.14,40.13,4.7,On-Time,Paid
5323,18/08/2023,Benin,Frozen Fish,379,377,Van,Sunny,Medium,EcoMove,37.2,6.07,6.07,0,11.33,46.58,5,On-Time,Paid
5324,19/09/2023,Enugu,Fresh Fish,325,611,Truck,Rainy,Medium,MarineXpress,29.9,9.99,11.05,63.6,11.27,75.9,2.8,Delayed,Paid
5325,24/02/2023,Enugu,Fresh Fish,1495,384,Van,Sunny,Medium,BlueWave Logistics,37.7,6.59,6.59,0,4.28,125.61,5,On-Time,Paid
5326,07/10/2023,Enugu,Fresh Fish,986,646,Truck,Sunny,Low,BlueWave Logistics,35.7,14.48,14.48,0,5.51,164.14,4.7,On-Time,Paid
5327,28/07/2023,Enugu,Fresh Fish,776,162,Truck,Stormy,Low,MarineXpress,31,3.9,4.81,54.6,9.37,24.2,3.8,Delayed,Paid
5328,13/10/2024,Enugu,Frozen Fish,796,157,Van,Stormy,Low,FishFleet,36.3,2.46,3.29,49.8,9.2,23.89,3,Delayed,Paid
5329,09/11/2023,Lagos,Frozen Fish,1221,373,Truck,Stormy,Low,BlueWave Logistics,26.9,8.2,9.12,55.2,7.94,65.77,3.3,Delayed,Pending
5330,11/12/2023,Kano,Frozen Fish,1123,599,Truck,Sunny,Medium,EcoMove,38,10.45,10.45,0,11.96,70.12,4.8,On-Time,Paid
5331,28/04/2023,Ibadan,Fresh Fish,182,194,Motorcycle,Sunny,Medium,FishFleet,27.5,3.15,3.15,0,5.97,45.49,4.8,On-Time,Paid
5332,28/04/2024,Ibadan,Frozen Fish,749,770,Van,Sunny,Medium,BlueWave Logistics,17.4,14.31,14.31,0,5.01,215.17,5,On-Time,Paid
5333,07/05/2024,Lagos,Fresh Fish,1036,261,Truck,Rainy,Low,FishFleet,30.4,6.06,7.7,98.4,4.83,75.65,1,Delayed,Paid
5334,25/03/2023,Benin,Frozen Fish,634,480,Van,Sunny,High,BlueWave Logistics,32.1,9.56,11.32,105.6,11.26,59.68,2.3,Delayed,Paid
5335,29/04/2024,Lagos,Fresh Fish,860,195,Motorcycle,Sunny,Low,EcoMove,30.6,4.04,4.04,0,5.03,54.27,5,On-Time,Paid
5336,25/11/2024,Port Harcourt,Frozen Fish,154,191,Van,Sunny,Medium,BlueWave Logistics,28.2,4.43,4.43,0,4.04,66.19,4.9,On-Time,Paid
5337,09/05/2023,Enugu,Frozen Fish,341,628,Motorcycle,Rainy,Medium,EcoMove,28.8,9.7,11.23,91.8,6.62,132.81,1.6,Delayed,Paid
5338,22/01/2023,Kano,Fresh Fish,281,314,Truck,Rainy,Medium,MarineXpress,25.2,6.07,6.79,43.2,8.83,49.78,4,Delayed,Paid
5339,01/06/2024,Ibadan,Fresh Fish,1174,443,Van,Sunny,Low,FishFleet,27.3,8.21,8.21,0,8.55,72.54,4.3,On-Time,Paid
5340,17/10/2024,Benin,Frozen Fish,308,610,Truck,Rainy,Low,MarineXpress,35.3,12.83,13.56,43.8,8.24,103.64,4.6,Delayed,Pending
5341,07/12/2023,Kaduna,Fresh Fish,1006,302,Van,Rainy,Medium,BlueWave Logistics,34.5,4.38,5.49,66.6,6.22,67.97,1.6,Delayed,Paid
5342,05/08/2023,Lagos,Frozen Fish,1365,238,Van,Stormy,Medium,BlueWave Logistics,30.7,4.95,5.35,24,11.97,27.84,5,Delayed,Paid
5343,10/07/2023,Kaduna,Frozen Fish,161,69,Van,Sunny,Low,FishFleet,26.8,1.25,1.25,0,7.03,13.74,5,On-Time,Paid
5344,18/11/2023,Ibadan,Frozen Fish,1118,653,Van,Sunny,High,MarineXpress,27.9,10.63,11.86,73.8,6.06,150.86,3.4,Delayed,Pending
5345,02/10/2024,Lagos,Fresh Fish,1230,118,Van,Rainy,Low,EcoMove,30.7,1.69,2.21,31.2,11.82,13.98,3.6,Delayed,Paid
5346,16/03/2023,Ibadan,Frozen Fish,274,203,Motorcycle,Sunny,Medium,FishFleet,28.4,2.94,2.94,0,9.49,29.95,5,On-Time,Paid
5347,30/03/2023,Lagos,Fresh Fish,953,55,Truck,Sunny,Low,FishFleet,31.1,1.07,1.07,0,6.89,11.18,4.9,On-Time,Paid
5348,12/09/2024,Benin,Frozen Fish,1146,222,Truck,Stormy,Medium,BlueWave Logistics,32.2,3.68,4.26,34.8,5.58,55.7,3.8,Delayed,Paid
5349,17/12/2024,Ibadan,Frozen Fish,967,378,Truck,Rainy,Low,FishFleet,32.1,5.56,7.35,107.4,10.08,52.5,1.7,Delayed,Paid
5350,17/04/2024,Port Harcourt,Frozen Fish,630,20,Truck,Stormy,High,MarineXpress,29.3,0.32,3.74,205.2,11.03,2.54,1,Delayed,Paid
5351,05/10/2023,Kaduna,Fresh Fish,1245,441,Truck,Sunny,Low,MarineXpress,23.3,7.66,7.66,0,10.07,61.31,5,On-Time,Paid
5352,19/11/2024,Kano,Fresh Fish,1493,194,Van,Sunny,Low,FishFleet,31.3,3.67,3.67,0,8.82,30.79,4.7,On-Time,Paid
5353,03/06/2024,Benin,Frozen Fish,785,750,Van,Sunny,Medium,MarineXpress,28.9,11.63,11.63,0,9.97,105.32,5,On-Time,Paid
5354,28/02/2023,Port Harcourt,Frozen Fish,1487,41,Truck,Sunny,Low,BlueWave Logistics,26.2,0.69,0.69,0,8.09,7.1,4.9,On-Time,Paid
5355,11/06/2024,Benin,Frozen Fish,610,449,Motorcycle,Sunny,Medium,MarineXpress,29.6,8.44,8.44,0,5.91,106.36,4.3,On-Time,Paid
